"whichDataset","sentiment","text"
"Obama",-1,"Between droughts, wildfires, and dangerous storms, the effects of #climate change are real. It's time to act: http://t.co/SYpeM3bONd"
"Obama",-1,"Happening now: The President is delivering remarks at the United Nations on the Ebola epidemic. Tune in: http://t.co/N8jpPD4lcr"
"Obama",1,"Watch as President Obama wishes L'Shanah Tovah, a good year, to those celebrating #RoshHashanah: http://t.co/Qlb3dnQKdE"
"Obama",1,"Add your name to support taking action on climate change: http://t.co/2GK6sNYhMR #ActOnClimate"
"Obama",2,"These Fortune 500 companies are stepping up their commitment to fight climate change: http://t.co/sJIl64vUCE #ActOnClimate"
"Obama",0,"It's time to #ActOnClimate: http://t.co/5Z3h2AsGFx"
"Obama",0,"WATCH: President Obama is addressing the United Nations General Assembly now. http://t.co/L0CDP8QVBv #UNGA"
"Obama",0,"Retweet if you agree. #ActOnClimate http://t.co/yFAfWr7UN4"
"Obama",1,"Now is the time to step up and support serious action to fight climate change: http://t.co/hs9QXI4orW #ActOnClimate"
"Obama",1,"""The most important title is not president or prime minister, but citizen."" ‰ÛÓPresident Obama #CGI2014"
"Obama",0,"LIVE: President Obama is speaking at #CGI2014. http://t.co/iepVJc5OFr http://t.co/or58e7kflc"
"Obama",0,"""I call on all countries to join us‰ÛÓnot next year, but now."" ‰ÛÓPresident Obama #ActOnClimate"
"Obama",1,"""We have a special responsibility to lead. That's what big nations have to do."" ‰ÛÓPresident Obama #ActOnClimate"
"Obama",0,"""We have to work together as a global community to tackle this global threat before it is too late."" ‰ÛÓPresident Obama #ActOnClimate"
"Obama",0,"""We are the first generation to feel the effect of climate change and the last generation who can do something about it."" ‰ÛÓPresident Obama"
"Obama",-1,"""We cannot condemn our children and their children to a future they do not have the capacity to repair."" ‰ÛÓPresident Obama #ActOnClimate"
"Obama",0,"LIVE: President Obama is delivering a call for action at the U.N. Climate Summit. http://t.co/SendSAeRBA #ActOnClimate"
"Obama",1,"President Obama will make the case for strong climate action at the U.N. Climate Summit at 12:50 p.m. ET. Watch here: http://t.co/NW1lfl7eJ7"
"Obama",0,"Happening now: President Obama is delivering a statement. http://t.co/NW1lfl7eJ7"
"Obama",0,"RT @WhiteHouse: You don't get to pick your tax rate. Neither should corporations. Let's make sure we all play by the same rules. http://t.c‰Û_"
"Obama",0,"ICYMI: President Obama is teaming up with major companies to fight climate change. Read more: http://t.co/ymNfvbYEDs #ActOnClimate"
"Obama",-1,"Everyone has a role to play in ending sexual assault. #ItsOnUs: http://t.co/h4Xcensx3J"
"Obama",0,"Watch this video about the Earth's climate changing at an unprecedented rate: http://t.co/WlZdS5PMLa #ActOnClimate"
"Obama",0,"Doug is a rancher in New Mexico, and he's feeling the effects of climate change firsthand: http://t.co/DlzXkn0Y7U #ActOnClimate"
"Obama",1,"Check this out: @OFA volunteers in California took a stand for clean energy. http://t.co/L7NkNShKz3 #SwitchToClean"
"Obama",1,"Say you're ready to #WalkTheWalk on climate change. http://t.co/WVLelJHwz9"
"Obama",-1,"Watch: It's time to stand up to sexual assault. http://t.co/4qRdhLbyt2 #ItsOnUs"
"Obama",-1,"RT @kerrywashington: Join the fight+help stop sexual assault.  Take pledge: http://t.co/GpdRyGAq2C  PSA: http://t.co/hqtQaul27t #ItsOnUs ht‰Û_"
"Obama",-1,"RT @oliviamunn: #ItsOnUs to:  Step up and say something.  Not look the other way.  Take the pledge to help stop sexual assault.  http://t.c‰Û_"
"Obama",-1,"RT @USOlympic: Everyone has a role to play in stopping sexual assault. #TeamUSA took the pledge at http://t.co/ySGjo8PPvj. #ItsOnUs http://‰Û_"
"Obama",-1,"Take the pledge to help make a fundamental shift in our culture around sexual assault: http://t.co/ZtCVaiURjD #ItsOnUs"
"Obama",0,"""Take a pledge to help keep women and men safe from sexual assault."" ‰ÛÓPresident Obama #ItsOnUs"
"Obama",-1,"""It is on all of us to reject the quiet tolerance of sexual assault."" ‰ÛÓPresident Obama #ItsOnUs"
"Obama",0,"""It's not just on the survivors."" ‰ÛÓPresident Obama #ItsOnUs"
"Obama",-2,"""We don't condemn sexual assault as loudly as we should."" ‰ÛÓPresident Obama #ItsOnUs"
"Obama",-1,"""Sexual violence isn't just a crime‰ÛÓit's a civil rights violation."" ‰ÛÓPresident Obama #ItsOnUs"
"Obama",-2,"""Campus sexual assault is no longer a thing that we as a nation can say, 'It's not our problem.'"" ‰ÛÓPresident Obama #ItsOnUs"
"Obama",0,"""This is not your fight alone. It's on all of us."" ‰ÛÓPresident Obama #ItsOnUs"
"Obama",0,"""Every one of these statistics is a life."" ‰ÛÓ@VP Biden #ItsOnUs"
"Obama",-1,"LIVE: The President and @VP are launching #ItsOnUs because everyone has a role to play in stopping sexual assault. http://t.co/xOPicWbUXJ"
"Obama",-1,"FACT: No one can be denied coverage because of their current or past health. http://t.co/0ihaDJM3JI #BetterCare http://t.co/iHDZtAt8AH"
"Obama",-1,"It's up to you to to keep the issues you care about front and center: http://t.co/KWTahnRH9P"
"Obama",0,"Happening now: President Obama is delivering a statement on congressional passage of the Continuing Resolution. http://t.co/fY7nf8Yc48"
"Obama",0,"RT @WhiteHouse: ""Almost all Obamacare enrollees are paying for coverage."" http://t.co/m6GGmDqfPb #ACAWorks #GetCovered"
"Obama",0,"As Congress leaves Washington, it's your job to keep the conversation going on the important issues: http://t.co/pF62zD8Udd"
"Obama",0,"A new @WhiteHouse solar energy plan will cut carbon pollution and help save on energy bills: http://t.co/IofWJ4SpUh #ActOnClimate"
"Obama",2,"RT @SenGillibrand: Empowering women to achieve their full economic potential is not only good for women, it's good for our families &amp; econo‰Û_"
"Obama",0,"Don't let polluters win: http://t.co/DIndKKHPIj #CleanWater http://t.co/fWErdZMI7V"
"Obama",-1,"Ranchers and farmers are facing instability, due to the effects of climate change: http://t.co/9F3dvsZLH0 #ActOnClimate"
"Obama",2,"Supporting clean drinking water is common sense: http://t.co/u9kS5MPJCo #CleanWater http://t.co/wEERzcXzSm"
"Obama",1,"""For more than two centuries, our founding charter has guided our progress and defined us as a people."" ‰ÛÓPresident Obama on Constitution Day"
"Obama",0,"RT @NASA: LIVE Now: G+ Hangout on Observing Earth from Space w/ @AstroRM &amp; @Astro_Wakata: http://t.co/U5qP5NYUVY Q? #askNASA Ê http://t.co/2‰Û_"
"Obama",1,"This shouldn't be controversial: Keeping Americans' drinking water safe is a good thing. http://t.co/57bfBaUO8v #CleanWater"
"Obama",0,"Happening now: President Obama delivers remarks from MacDill Air Force Base in Tampa, Florida. http://t.co/ks75kvhZel"
"Obama",0,"President Obama is partnering with more than a dozen major U.S. companies to #ActOnClimate. Read more: http://t.co/dUfdvpN0Vj"
"Obama",-1,"The burden of student loan debt is too great. If you agree, go #OnTheRecord: http://t.co/ZDvuYbidRu http://t.co/YHo5b1omTO"
"Obama",0,"LIVE: President Obama is speaking at the @CDCGov in Atlanta. Tune in here: http://t.co/ZSBRpbTbH0"
"Obama",0,"RT @WhiteHouse: Worth sharing: Here's the latest on President Obama's response to the Ebola epidemic in West Africa ‰ Õ http://t.co/wTXugR6DZ3"
"Obama",1,"Stand up to polluters and protect the Clean Water Act: http://t.co/yxWHy661Ob #CleanWater"
"Obama",0,"This study concludes that no one has to choose between fighting climate change and growing the economy: http://t.co/Zo5TdUieQB #ActOnClimate"
"Obama",1,"If you agree women should earn #EqualPay for equal work, get your name #OnTheRecord: http://t.co/RFtJHhLmDx http://t.co/f9aOzXphdS"
"Obama",0,"If you believe in expanding economic opportunity, go #OnTheRecord: http://t.co/ecBcHjeBnf"
"Obama",1,"Happening now: The President is awarding the #MedalOfHonor, the highest military honor. Watch here: http://t.co/JhbpOcPGJQ"
"Obama",1,"There's been real progress since the financial crisis hit six years ago today, but there's more work to do: http://t.co/RjvPXa73lQ"
"Obama",1,"Put your support in (digital) ink. Go #OnTheRecord: http://t.co/21YnA1j85w http://t.co/TFiMaM3Gb7"
"Obama",-2,"Watch the weekly address: The President reiterates his plan to confront the threat posed by ISIL. http://t.co/FMqeVzVX7G"
"Obama",-2,"Student loan debt is not just a young person's problem: http://t.co/0MOJRkkDQP #OpportunityForAll"
"Obama",2,"RT @FLOTUS: Happy Birthday @AmeriCorps! I'm honored to have served with them in Chicago and couldn't be prouder of all they've accomplished‰Û_"
"Obama",0,"Americans are paying less and getting more from their health care. More from @voxdotcom: http://t.co/3q2byL7ai4"
"Obama",0,"More than half a million @OFA supporters have gone #OnTheRecord for expanding economic opportunity. Join in: http://t.co/yKztHF7k0y"
"Obama",2,"""People who love their country can change it ... That is the promise of AmeriCorps."" ‰ÛÓPresident Obama #AmeriCorps20"
"Obama",1,"""If you're an employer ‰Û_ look to AmeriCorps. Look to the Peace Corps."" ‰ÛÓPresident Obama #AmeriCorps20"
"Obama",1,"""We've seen again and again how national service gives young people valuable training ‰Û_ and employers have noticed."" ‰ÛÓPresident Obama"
"Obama",1,"""We are determined to help AmeriCorps succeed."" ‰ÛÓPresident Obama #AmeriCorps20"
"Obama",0,"""I began to understand what citizenship meant‰ÛÓnot just words on a page."" ‰ÛÓPresident Obama on community service #AmeriCorps20"
"Obama",0,"""The Obama household was on board with AmeriCorps from the start."" ‰ÛÓPresident Obama #AmeriCorps20"
"Obama",1,"""You have made America stronger because of what you've done."" ‰ÛÓPresident Obama to @americorps #AmeriCorps20"
"Obama",0,"LIVE: The President is celebrating 20 years of @AmeriCorps #GettingThingsDone. Watch: http://t.co/0rWiJNdnqx #AmeriCorps20"
"Obama",1,"RT @billclinton: #OTD in '94 I welcomed the 1st class of @Americorps. Grateful to the 900K members who've kept the spirit of service alive ‰Û_"
"Obama",1,"Happy birthday to AmeriCorps, which has been #GettingThingsDone for 20 years: http://t.co/biiIwvKJgP #AmeriCorps20"
"Obama",-1,"Watch: Last night, President Obama addressed the nation about the threat from ISIL. http://t.co/ejUUbYYBlB"
"Obama",0,"America endures. #NeverForget http://t.co/IcSbGgIG7U"
"Obama",-2,"""Thirteen years after small and hateful minds conspired to break us, America stands tall."" ‰ÛÓPresident Obama #NeverForget"
"Obama",0,"ICYMI: Watch the full remarks from President Obama's address to the nation tonight. http://t.co/k6WuQxwU7n"
"Obama",0,"Happening now: President Obama is addressing the nation. Watch here: http://t.co/OmEJgpeslX"
"Obama",-1,"President Obama will address the nation at 9:00 p.m. ET about the threat posed by ISIL. Watch: http://t.co/iLrwutsCB7"
"Obama",1,"RT @WhiteHouse: When #WomenSucceed, America succeeds. It's long-past time to ensure #EqualPay for women. #PaycheckFairness http://t.co/pS1q‰Û_"
"Obama",2,"Raising the wage, equal pay for equal work, reining in student loan debt‰ÛÓgo #OnTheRecord in support of action: http://t.co/8HWX0xCOSD"
"Obama",1,"Put your name #OnTheRecord and make it clear where you stand on expanding economic opportunity: http://t.co/dIfY0w69qu"
"Obama",0,"The carbon pollution levels in the atmosphere rose at a dramatic rate last year. It's vital to #ActOnClimate: http://t.co/JKO0NFycq6"
"Obama",0,"RT @VP: ""When we all understand that even one case is too many, that‰Ûªs when it will change."" -VP Biden on violence against women #VAWA #1is‰Û_"
"Obama",3,"""We reaffirm the basic human right to be free from violence and abuse.""‰ÛÓPresident Obama on the Violence Against Women Act's 20th anniversary"
"Obama",0,"""'There‰Ûªs no debate': 97 experts explain the scientific consensus on climate change"" More from @Salon: http://t.co/dER5LipEKy #ActOnClimate"
"Obama",-1,"It's been more than five years since the national minimum wage was raised. That's wrong: http://t.co/Sf7NXpNOAK #RaiseTheWage"
"Obama",1,"Watch: Congress is back this week. Time to demand better from @SpeakerBoehner. http://t.co/qZjDVPENcd"
"Obama",1,"On Women's Equality Day, @OFA volunteers discussed ways to help working families succeed: http://t.co/eYl4SC0bbV #StandWithWomen"
"Obama",1,"Watch: A special pep talk for @SpeakerBoehner. http://t.co/cmx1SzA109"
"Obama",1,"""All the middle class in this country wants is a chance. No guarantee, just a chance."" ‰ÛÓ@VP Joe Biden http://t.co/s8d1A4r2zR"
"Obama",0,"Congress heads back to Washington this week‰ÛÓnow is not the time to be cynical about what they can accomplish. http://t.co/rUSFuU59UZ"
"Obama",0,"Watch @VP Joe Biden deliver the weekly address, saying it's time to help the middle class: http://t.co/ACM2zygLhw #OpportunityForAll"
"Obama",1,"There's more to do, but this is real progress: 10M private-sector jobs have been added over 54 straight months. http://t.co/ReSGbk1PlG"
"Obama",0,"RT @WhiteHouse: Then and now: Auto workers are assembling nearly 800,000 more cars each month than in 2009 ‰ Õ http://t.co/CH1orSj62L http://‰Û_"
"Obama",-1,"Say no to cynicism: http://t.co/nxtLYeVMDh http://t.co/LxHNBqu294"
"Obama",0,"In 54 straight months of job growth, the economy has added 10 million private-sector jobs. There's still more to do. http://t.co/A8LiVVEzcg"
"Obama",0,"For just $123 a month, Phil and his family of five are covered. http://t.co/JSw02TtOy1 #ThisIsWhy"
"Obama",2,"RT @OFA_WI: Breaking‰ÛÓAnother great step forward for love in Wisconsin:   http://t.co/HuuFZjdC4W #LoveisLove http://t.co/UTaZkdACpX"
"Obama",-2,"You should reject cynicism: http://t.co/SUxdU4pkP0"
"Obama",2,"""I think it's wonderful."" Tanyce is a cancer survivor, and #ThisIsWhy she's praising her new health care plan: http://t.co/GrFix8rLHA"
"Obama",3,"Because some are standing in the way, this has been the least productive Congress in modern history. Demand better: http://t.co/9RCdspIayB"
"Obama",0,"Add your name: http://t.co/F8LECMasbh Refuse to be cynical about what leaders in Congress can accomplish."
"Obama",0,"RT @vj44: Good news: New economic trends show female short-term unemployment falling to pre-recession levels. #WomenSucceed http://t.co/jqX‰Û_"
"Obama",0,"FACT: Total U.S. exports sustained 11.3 million American jobs in 2013. #MadeInAmerica"
"Obama",-1,"The other side hopes people like you will get cynical and tune out‰ÛÓyou should refuse: http://t.co/ozbejJFvJu"
"Obama",-2,"Congress is heading back to Washington next week: Refuse to be cynical about what they can get done. http://t.co/aZWuEnOO2z"
"Obama",-2,"Retweet if you think Congress should help rein in the burden of student loan debt. #OpportunityForAll http://t.co/fCkcTgYOdb"
"Obama",1,"Organizers got together for an important conversation at @OFA's Women &amp; Working Families Summit: http://t.co/YUmJOB85OI #StandWithWomen"
"Obama",0,"LIVE: President Obama is in Milwaukee speaking at Laborfest 2014. Tune in: http://t.co/v1aFGrFKOR #LaborDay"
"Obama",0,"To every American working hard each and every single day, happy #LaborDay. http://t.co/tGCwLVQlyl"
"Obama",0,"President Obama: It's time to raise the minimum wage. Watch the weekly address: http://t.co/MFIrLJaVTX"
"Obama",0,"""In America, no one who works full-time should ever have to raise a family in poverty."" ‰ÛÓPresident Obama http://t.co/lfI1gzaeU3"
"Obama",0,"Let's keep building economic #OpportunityForAll. Learn more: http://t.co/HO20pdCNvJ"
"Obama",1,"This is what the gender pay gap looks like for women just four years after college graduation: http://t.co/IJD0lcF2HE #OpportunityForAll"
"Obama",2,"Great news: Economic growth in the second quarter was even better than reported. http://t.co/88SxXOTLAY"
"Obama",0,"Happening now: President Obama is delivering a statement. Tune in here: http://t.co/Z1JzUZgeL9"
"Obama",0,"It's time to close the pay gap between men and women. #OpportunityForAll http://t.co/ElmsbnvJZ2"
"Obama",0,"Retweet if you think these 28 million Americans deserve a raise. #OpportunityForAll http://t.co/nIAblHSsJN"
"Obama",1,"Show off your grassroots organizing pride: http://t.co/Ol1czBW3ky"
"Obama",0,"It's time to #RaiseTheWage: http://t.co/BofI0RZq99 Make sure your name is on the petition."
"Obama",2,"To celebrate the power of grassroots organizing, @OFA is giving away this free sticker. Get yours today: http://t.co/jYNyf68IsD"
"Obama",1,"Julius was able to follow his dream, thanks to new, affordable coverage: http://t.co/8rzyIIolEl #ThisIsWhy http://t.co/1zPTApSBiB"
"Obama",0,"Expecting an addition to the family? Check your health care options: http://t.co/OyeqaK2s4z http://t.co/Cjuev1ows2"
"Obama",0,"""A climate for change: America should not wait while the world warms"" More from @washingtonpost: http://t.co/3v3lfyO1q8 #ActOnClimate"
"Obama",1,"Retweet if you agree that women deserve equal pay for equal work. #OpportunityForAll http://t.co/RKgOASQ2LS"
"Obama",1,"Watch: Immigration reform, raising the minimum wage, college affordability‰ÛÓit's time for economic #OpportunityForAll. http://t.co/sOOLCETseJ"
"Obama",0,"RT @WhiteHouse: Congress could help millions of #WomenSucceed by raising the minimum wage. #RaiseTheWage #WomensEqualityDay http://t.co/8XI‰Û_"
"Obama",1,"It's time to make the pay gap a thing of the past‰ÛÓAmerican women deserve better. #WEMatter"
"Obama",0,"‰ÛÏIf you want somebody who knows how to get the job done, no matter the mission, hire a veteran.‰Û  ‰ÛÓPresident Obama at #ALConvention"
"Obama",1,"""I'm announcing 19 new executive actions to improve mental health care for those American heroes and their families."" ‰ÛÓPresident Obama"
"Obama",1,"""Upholding our trust with our veterans is not just a matter of policy‰ÛÓit's a moral obligation."" ‰ÛÓPresident Obama at #ALConvention"
"Obama",0,"LIVE: President Obama is speaking at the #ALConvention in Charlotte. Tune in: http://t.co/0G9gzexSPS h/t @AmericanLegion"
"Obama",0,"Watch: Austan Goolsbee talks about why Congress should act to build economic #OpportunityForAll. http://t.co/fK2sO84a3I"
"Obama",-1,"#EnoughAlready. RT @OFA: Retweet if you agree: This is completely backward. http://t.co/cV8I8xAQI7"
"Obama",1,"There's been progress in job creation and economic growth, but Congress can do more to help the economy along: http://t.co/At6OBDVU9W"
"Obama",1,"It's the best coverage Jim ever had and it came just in time: http://t.co/bDXyKa59uX #ThisIsWhy http://t.co/3U1qB9JYah"
"Obama",0,"Congress needs to act to build economic #OpportunityForAll: http://t.co/U6ILIOxf35"
"Obama",1,"Shout out to #LLWS U.S. champions, Chicago's own Jackie Robinson West All-Stars. You made your city and country proud."
"Obama",1,"""Thanks to the decisions we made to rescue and rebuild our economy ... America is leading again."" ‰ÛÓPresident Obama http://t.co/Q1f29e68Wg"
"Obama",0,"Read the truth about economic opportunity: http://t.co/LF4BRP3qax #OpportunityForAll"
"Obama",1,"Watch the weekly address: The economy is gaining momentum, but Congress must do its part. http://t.co/qncRnvs40m"
"Obama",2,"The economy is headed in the right direction‰ÛÓbut there's more work to do: http://t.co/o7dgTKI54T #OpportunityForAll"
"Obama",1,"Maryanne has better coverage at a lower cost: http://t.co/1amxtPnwiL #ThisIsWhy http://t.co/FBGJw5aI91"
"Obama",0,"RT @Interior: Monday is @NatlParkService 98th birthday &amp; all entrance fees will be waived. Retweet to spread the word! http://t.co/RhTcC6BB‰Û_"
"Obama",0,"Supporting new carbon pollution limits, @OFA volunteers were out in force gathering signatures in their communities. http://t.co/a0s9vg5SAn"
"Obama",0,"Here are a few ways Congress should help keep the economy growing: http://t.co/T4wSNAPG2T #OpportunityForAll"
"Obama",1,"More good news about the economy: ""Auto Production at Its Highest Rate Since 2002"" http://t.co/vTLxwxGGGV #ActOnJobs"
"Obama",0,"Add your name if you believe in building economic #OpportunityForAll: http://t.co/iVH3sJaO7L"
"Obama",0,"Bill finally got covered‰ÛÓfor less than he expected. http://t.co/pw5RZOYZhq #ThisIsWhy"
"Obama",1,"This is history: @OFA put more than 400k names on the permanent record of people who made health care reform happen. http://t.co/MddcLjKDvO"
"Obama",1,"The economy should grow from the middle out, not the top down. Add your name if you agree: http://t.co/AKZaW19tgi #OpportunityForAll"
"Obama",1,"The economy is growing‰ÛÓbut there's still more work to do. http://t.co/qDJ3WCC9KI #OpportunityForAll http://t.co/cRxqOGEnKq"
"Obama",0,"ICYMI: American businesses have added 9.9 million jobs since early 2010. http://t.co/cjxvcyJ2ov #ActOnJobs"
"Obama",0,"Happening now: President Obama delivers a statement. Tune in to watch: http://t.co/eyUW5wUZ8T"
"Obama",0,"""Housing construction bounced back in July, hitting its highest level in eight months..."" More from @thehill: http://t.co/k4EuLXcaBl"
"Obama",1,"Good news: The number of job openings just hit a 13-year high. http://t.co/aXLtfcA8vA #ActOnJobs"
"Obama",1,"""Vermonters sent him to Washington to follow his conscience, and he did them proud."" ‰ÛÓPresident Obama on Senator James Jeffords' passing"
"Obama",0,"RT @WhiteHouse: In June, U.S. business owners posted 4.67 million job openings‰ÛÓthe most since February 2001 ‰ Õ http://t.co/tKmNFvkYYj http:/‰Û_"
"Obama",0,"Happening now: The President delivers a statement on Iraq and the situation in #Ferguson. http://t.co/5mMtTkVjPy"
"Obama",0,"Sign the petition: http://t.co/R1tiRbhEtM It's time to raise the minimum wage. #RaiseTheWage"
"Obama",1,"In the weekly address, President Obama discusses the importance of affordable higher education: http://t.co/3GmyiNmg2p #CollegeOpportunity"
"Obama",-1,"Earning the minimum wage while raising a family shouldn't mean living in poverty. It's time to #RaiseTheWage: http://t.co/7lns8I3a0r"
"Obama",0,"FACT: 97% of scientists and NASA accept the science of climate change. #ActOnClimate http://t.co/hOfccyKlH1"
"Obama",1,"Getting covered made Jason so happy he wanted to tell everyone: http://t.co/Jaqm5wffZl #ThisIsWhy"
"Obama",0,"It's time to get serious and #ActOnClimate. http://t.co/VqELsMFhe9"
"Obama",0,"Happening now: President Obama is delivering a statement. Tune in: http://t.co/Iafy3SWuJd"
"Trump",1,"I had a very respectful conversation with the widow of Sgt. La David Johnson, and spoke his name from beginning, without hesitation!"
"Trump",-1,"Two dozen NFL players continue to kneel during the National Anthem, showing total disrespect to our Flag &amp; Country.  No leadership in NFL!"
"Trump",2,"There will be NO change to your 401(k). This has always been a great and popular middle class tax break that works, and it stays!"
"Trump",-5,"It is finally sinking through. 46% OF PEOPLE BELIEVE MAJOR NATIONAL NEWS ORGS FABRICATE STORIES ABOUT ME. FAKE NEWS, even worse! Lost cred."
"Trump",-1,"Wacky Congresswoman Wilson is the gift that keeps on giving for the Republican Party, a disaster for Dems. You watch her in action &amp; vote R!"
"Trump",1,"Doing interview today with Maria Bartiromo at 10:00 A.M. on @FoxNews - ENJOY!"
"Trump",3,"...2nd Amendment, Strong Military, ISIS, historic VA improvement, Supreme Court Justice, Record Stock Market, lowest unemployment in 17 yrs!"
"Trump",1,"...9 months than this Administration. Over 50 Legislation approvals, massive regulation cuts, energy freedom, pipelines, border security...."
"Trump",1,"I agree getting Tax Cuts approved  is important (we will also get HealthCare), but perhaps no Administration has done more in its first....."
"Trump",-1,"Just out, but lightly reported: ""Fewest jobless claims since 1973 show firm U.S. Job Market"" Lowest since March 1973. @bpolitics"
"Trump",-1,"Crooked Hillary Clinton spent hundreds of millions of dollars more on Presidential Election than I did. Facebook was on her side, not mine!"
"Trump",-1,"Keep hearing about ""tiny"" amount of money spent on Facebook ads. What about the billions of dollars of Fake News on CNN, ABC, NBC &amp; CBS?"
"Trump",0,"Officials behind the now discredited ""Dossier"" plead the Fifth. Justice Department and/or FBI should immediately release who paid for it."
"Trump",1," €œTrump hails liberation of Raqqa as critical breakthrough in anti-ISIS campaign €  https://t.co/2eoYXJB7h0"
"Trump",-1,"Stock Market hits another all time high on Friday. 5.3 trillion dollars up since Election. Fake News doesn't spent much time on this!"
"Trump",0,"People get what is going on! https://t.co/Pdg7VqQv6M"
"Trump",1,"RT @IamVicky4Trump: TUNE IN: Maria Bartiromo Has an Exclusive Interview With President Trump https://t.co/H5VuJwy78o"
"Trump",0,"Subject to the receipt of further information, I will be allowing, as President, the long blocked and classified JFK FILES to be opened."
"Trump",-2,"I hope the Fake News Media keeps talking about Wacky Congresswoman Wilson in that she, as a representative, is killing the Democrat Party!"
"Trump",0,"Budget that just passed is a really big deal, especially in terms of what will be the biggest tax cut in U.S. history - MSM barely covered!"
"Trump",3,"Great book just out, ""A Place Called Heaven,"" by Dr. Robert Jeffress - A wonderful man!"
"Trump",1,"This is a once-in-a-generation opportunity to offer historic tax relief to the American people! Join me today: https://t.co/9czcJDbmVW https://t.co/s3kXpvbYih"
"Trump",2,"Today, it was an honor to have @UN Secretary-General @AntonioGuterres at the @WhiteHouse. Speaking for the U.S.A., we appreciate all you do! https://t.co/Sk0Jcazzxw"
"Trump",1,"Thank you @GeraldoRivera @FoxandFriends. Agree! https://t.co/8cZLdAbgzw"
"Trump",-1,"Just out report: ""United Kingdom crime rises 13% annually amid spread of Radical Islamic terror."" Not good, we must keep America safe!"
"Trump",1,"....This now allows for the passage of large scale Tax Cuts (and Reform), which will be the biggest in the history of our country!"
"Trump",0,"The Budget passed late last night, 51 to 49. We got ZERO Democrat votes with only Rand Paul (he will vote for Tax Cuts) voting against....."
"Trump",1,"Great news on the 2018 budget @SenateMajLdr McConnell - first step toward delivering MASSIVE tax cuts for the American people! #TaxReform https://t.co/aBzQR7KR0c"
"Trump",4,"Big ratings getter @seanhannity and Apprentice Champion John Rich are right now going on stage in Las Vegas for #VegasStrong. Great Show!"
"Trump",-3,"The Fake News is going crazy with wacky Congresswoman Wilson(D), who was SECRETLY on a very personal call, and gave a total lie on content!"
"Trump",1,"Keep up the GREAT work. I am with you 100%!  ""ISIS is losing its grip..."" Army Colonel Ryan Dillon CJTF €“OIR https://t.co/jVGuvv5mzm https://t.co/PSCXg38CtS"
"Trump",1,"It was great to have Governor @RicardoRossello of #PuertoRico_Ÿ‡µ_Ÿ‡·with us at the @WhiteHouse today. We are with you! #PRStrong https://t.co/Op2xDZxvNc"
"Trump",0,"RT @USArmy333: @804StreetMedia @realDonaldTrump He €™s done more in 9 months then obama did in8 yrs"
"Trump",0,".@foxandfriends ""Russia sent millions to Clinton Foundation"""
"Trump",-1,"Workers of firm involved with the discredited and Fake Dossier take the 5th. Who paid for it, Russia, the FBI or the Dems (or all)?"
"Trump",-1,"Uranium deal to Russia, with Clinton help and Obama Administration knowledge, is the biggest story that Fake Media doesn't want to follow!"
"Trump",1,"Republicans are going for the big Budget approval today, first step toward massive tax cuts. I think we have the votes, but who knows?"
"Trump",0,"""46% of Americans think the Media is inventing stories about Trump &amp; his Administration."" @FoxNews   It is actually much worse than this!"
"Trump",2,".@DanaPerino &amp; @BradThor, Thank you so much for the wonderful compliment. Working hard! #MAGA https://t.co/AKWlsMsCVH"
"Trump",0,"""20,000_Ÿ“ˆ21,000_Ÿ“ˆ22,000_Ÿ“ˆ 23,000_Ÿ“ˆthis year...FOUR one thousand milestones this year...""  #Dow23K #MAGA https://t.co/GQ5f2eVvEI"
"Trump",1,"This is what REAL PRIDE in our COUNTRY is all about! #USA_Ÿ‡º_Ÿ‡¸ https://t.co/kyv866prdE"
"Trump",1,".@NFL: Too much talk, not enough action. Stand for the National Anthem."
"Trump",-2,"""Iran hides behind its assertion of technical compliance w/the nuclear deal, while it brazenly violates the other limits.."" Amb. @NikkiHaley https://t.co/xvHgx7d1cT"
"Trump",2,"It was an honor to welcome Republican and Democratic members of the Senate Finance Committee to the @WhiteHouse today. #TaxReform https://t.co/ge4Xic9fId"
"Trump",3,"Our hearts are with all affected by the wildfires in California. God bless our brave First Responders and @FEMA team. We support you! https://t.co/YaoPbaVI5L"
"Trump",-2,"The current tax code is a burden on American taxpayers &amp; harmful to job-creators. Americans need #TaxReform! More: https://t.co/qXyiYiFWCO https://t.co/NGIjJOc3TP"
"Trump",3,"I am supportive of Lamar as a person &amp; also of the process, but I can never support bailing out ins co's who have made a fortune w/ O'Care."
"Trump",-2,"Democrat Congresswoman totally fabricated what I said to the wife of a soldier who died in action (and I have proof). Sad!"
"Trump",0,"The NFL has decided that it will not force players to stand for the playing of our National Anthem. Total disrespect for our great country!"
"Trump",0,"As it has turned out, James Comey lied and leaked and totally protected Hillary Clinton. He was the best thing that ever happened to her!"
"Trump",0,"The Democrats will only vote for Tax Increases. Hopefully, all Senate Republicans will vote for the largest Tax Cuts in U.S. history."
"Trump",0,"...people not interviewed, including Clinton herself. Comey stated under oath that he didn't do this-obviously a fix? Where is Justice Dept?"
"Trump",0,"Wow, FBI confirms report that James Comey drafted letter exonerating  Crooked Hillary Clinton long before investigation was complete. Many.."
"Trump",3,"The most important truth our FOUNDERS understood was: FREEDOM is NOT a gift from Govt. FREEDOM is a GIFT from GOD. _Ÿ_¥https://t.co/rmAzGt8SuG https://t.co/SrPavwrt2R"
